intersect,genes
dlPFC_female,ENSG00000135976
dlPFC_female,ENSG00000239840
dlPFC_female,ENSG00000123485
dlPFC_female,ENSG00000178607
dlPFC_female,ENSG00000137857
dlPFC_female,ENSG00000134013
dlPFC_female,ENSG00000224003
dlPFC_female,ENSG00000228057
dlPFC_female,ENSG00000170291
dlPFC_female,ENSG00000123843
dlPFC_female,ENSG00000167196
dlPFC_female,ENSG00000144644
dlPFC_female,ENSG00000182983
dlPFC_female,ENSG00000142661
dlPFC_female,ENSG00000173077
dlPFC_female,ENSG00000149483
dlPFC_female,ENSG00000196993
dlPFC_female,ENSG00000225008
dlPFC_female,ENSG00000217416
dlPFC_female,ENSG00000174944
dlPFC_female,ENSG00000185823
dlPFC_female,ENSG00000185436
dlPFC_female,ENSG00000248771
dlPFC_female,ENSG00000166523
dlPFC_female,ENSG00000217783
dlPFC_female,ENSG00000223984
dlPFC_female,ENSG00000189051
dlPFC_female,ENSG00000227073
dlPFC_female,ENSG00000099977
dlPFC_female,ENSG00000196839
dlPFC_female,ENSG00000061987
dlPFC_female,ENSG00000154429
dlPFC_female,ENSG00000134759
dlPFC_female,ENSG00000161981
dlPFC_female,ENSG00000124357
dlPFC_female,ENSG00000123473
dlPFC_female,ENSG00000272636
dlPFC_female,ENSG00000170324
dlPFC_female,ENSG00000167779
dlPFC_female,ENSG00000130751
dlPFC_female,ENSG00000073282
dlPFC_female,ENSG00000165685
dlPFC_female,ENSG00000119125
dlPFC_female,ENSG00000197013
dlPFC_female,ENSG00000104313
dlPFC_female,ENSG00000172508
dlPFC_female,ENSG00000198121
dlPFC_female,ENSG00000138435
dlPFC_female,ENSG00000175344
dlPFC_female,ENSG00000141744
dlPFC_female,ENSG00000196553
dlPFC_female,ENSG00000104763
dlPFC_female,ENSG00000134007
dlPFC_female,ENSG00000189292
dlPFC_female,ENSG00000135678
dlPFC_female,ENSG00000177663
dlPFC_female,ENSG00000124733
dlPFC_female,ENSG00000121039
dlPFC_female,ENSG00000116205
dlPFC_female,ENSG00000123610
dlPFC_female,ENSG00000171970
Nac_female:OFC_female,ENSG00000157103
Nac_female:OFC_female,ENSG00000141480
aINS_female:Nac_female,ENSG00000170144
Cg25_female:OFC_female,ENSG00000147145
Cg25_female:OFC_female,ENSG00000101972
Cg25_female:OFC_female,ENSG00000253488
Cg25_female:OFC_female,ENSG00000118972
Cg25_female:OFC_female,ENSG00000236523
Cg25_female:OFC_female,ENSG00000136270
Cg25_female:OFC_female,ENSG00000132207
Cg25_female:Sub_female,ENSG00000130300
Cg25_female:Sub_female,ENSG00000124191
dlPFC_female:OFC_female,ENSG00000166435
dlPFC_female:OFC_female,ENSG00000144820
dlPFC_female:OFC_female,ENSG00000204866
dlPFC_female:OFC_female,ENSG00000172469
dlPFC_female:OFC_female,ENSG00000133624
dlPFC_female:OFC_female,ENSG00000241859
dlPFC_female:OFC_female,ENSG00000124469
dlPFC_female:OFC_female,ENSG00000187094
dlPFC_female:Sub_female,ENSG00000204592
Cg25_female:dlPFC_female,ENSG00000198838
Cg25_female:dlPFC_female:Nac_female:OFC_female,ENSG00000137343
aINS_female:Cg25_female:dlPFC_female:Nac_female:OFC_female,ENSG00000198563
